['安井食品', '603345', 228, ['2025-04-07', 73.78, 75.73, '2025-04-08', 78.7, 78.52, '2025-04-11', 77.79, 79.29]]
['广东宏大', '002683', 225, ['2025-04-08', 27.45, 27.71, '2025-04-09', 28.71, 28.4, '2025-04-10', 28.72, 28.87]]
['沃尔核材', '002130', 224, ['2025-03-31', 20.21, 20.26, '2025-04-02', 20.35, 20.32, '2025-04-03', 19.81, 19.86]]
['珠江啤酒', '002461', 223, ['2025-04-07', 9.73, 9.83, '2025-04-09', 10.15, 10.1, '2025-04-11', 10.12, 10.24]]
['金诚信', '603979', 223, ['2025-04-09', 33.39, 33.98, '2025-04-10', 36.73, 35.79, '2025-04-11', 35.78, 36.73]]
['国网信通', '600131', 222, ['2025-04-07', 17.01, 17.69, '2025-04-09', 18.49, 18.15, '2025-04-10', 18.58, 18.6]]
['国药股份', '600511', 222, ['2025-04-07', 28.87, 29.26, '2025-04-10', 29.64, 29.62, '2025-04-11', 29.43, 29.5]]
['金地集团', '600383', 215, ['2025-04-07', 4.26, 4.37, '2025-04-08', 4.51, 4.49, '2025-04-11', 4.77, 4.85]]
['恒逸石化', '000703', 215, ['2025-04-07', 5.75, 5.88, '2025-04-08', 6.0, 5.97, '2025-04-09', 5.88, 5.92]]
['豫园股份', '600655', 215, ['2025-04-07', 5.09, 5.38, '2025-04-09', 5.51, 5.44, '2025-04-11', 5.53, 5.55]]
['中国海防', '600764', 212, ['2025-04-07', 25.63, 25.86, '2025-04-09', 28.69, 27.36, '2025-04-10', 29.73, 29.98]]
['口子窖', '603589', 212, ['2025-04-07', 33.86, 35.0, '2025-04-09', 35.48, 35.42, '2025-04-11', 35.36, 35.54]]
['鞍钢股份', '000898', 210, ['2025-03-31', 2.39, 2.41, '2025-04-03', 2.45, 2.43, '2025-04-07', 2.21, 2.39]]
['白云机场', '600004', 210, ['2025-04-08', 8.68, 8.7, '2025-04-09', 8.95, 8.85, '2025-04-10', 8.91, 8.95]]
['老板电器', '002508', 209, ['2025-04-07', 21.34, 21.97, '2025-04-09', 22.61, 22.25, '2025-04-11', 22.16, 22.45]]
['美年健康', '002044', 208, ['2025-03-24', 5.71, 5.8, '2025-04-02', 5.69, 5.67, '2025-04-07', 5.12, 5.3]]
['山东出版', '601019', 207, ['2025-04-07', 9.37, 9.49, '2025-04-08', 9.88, 9.87, '2025-04-11', 9.96, 9.97]]
['川发龙蟒', '002312', 207, ['2025-03-21', 12.5, 12.58, '2025-03-25', 12.99, 12.76, '2025-03-28', 12.6, 13.15]]
['中粮糖业', '600737', 206, ['2025-04-07', 9.22, 9.36, '2025-04-08', 9.69, 9.61, '2025-04-11', 9.66, 9.81]]
['财达证券', '600906', 206, ['2025-04-08', 6.15, 6.29, '2025-04-10', 6.41, 6.35, '2025-04-11', 6.36, 6.36]]
['广深铁路', '601333', 204, ['2025-04-07', 2.74, 2.81, '2025-04-09', 2.89, 2.86, '2025-04-10', 2.88, 2.91]]
['中瓷电子', '003031', 202, ['2025-04-08', 42.67, 42.77, '2025-04-09', 43.97, 43.79, '2025-04-10', 43.81, 44.4]]
['山西证券', '002500', 202, ['2025-04-08', 5.47, 5.62, '2025-04-10', 5.65, 5.65, '2025-04-11', 5.63, 5.64]]
['海南橡胶', '601118', 201, ['2025-03-31', 5.0, 5.0, '2025-04-02', 5.24, 5.13, '2025-04-03', 5.03, 5.1]]
['中国宝安', '000009', 200, ['2025-03-24', 8.39, 8.4, '2025-03-25', 8.5, 8.49, '2025-03-26', 8.49, 8.49]]
['裕同科技', '002831', 199, ['2025-04-09', 20.47, 21.01, '2025-04-10', 21.78, 21.42, '2025-04-11', 21.42, 21.68]]
['德明利', '001309', 198, ['2025-03-25', 125.5, 128.58, '2025-03-28', 127.77, 127.72, '2025-04-01', 126.66, 130.48]]
['韵达股份', '002120', 198, ['2025-03-27', 6.96, 6.97, '2025-04-02', 6.98, 6.94, '2025-04-07', 6.45, 6.83]]
['航天彩虹', '002389', 198, ['2025-04-08', 17.86, 18.08, '2025-04-09', 19.06, 18.78, '2025-04-10', 19.05, 19.09]]
['浙江东方', '600120', 197, ['2025-03-26', 6.43, 6.47, '2025-03-31', 6.4, 6.4, '2025-04-01', 6.33, 6.38]]
['方大炭素', '600516', 196, ['2025-04-08', 4.66, 4.71, '2025-04-09', 4.82, 4.81, '2025-04-10', 4.85, 4.85]]
['顾家家居', '603816', 196, ['2025-04-07', 22.58, 23.79, '2025-04-10', 24.15, 23.53, '2025-04-11', 23.9, 24.0]]
['华侨城Ａ', '000069', 195, ['2025-04-08', 2.29, 2.31, '2025-04-09', 2.45, 2.39, '2025-04-11', 2.43, 2.48]]
['中国电影', '600977', 195, ['2025-04-07', 9.89, 10.32, '2025-04-09', 10.56, 10.46, '2025-04-11', 10.48, 10.68]]
